Date,Admission No,Student Name,Class,Status,Reason
2026-01-06,ADM-1167,Dennis Mganga,Grade 3 A,PRESENT,
2026-01-06,ADM-1168,Wesley Baariu,Grade 3 A,PRESENT,
2026-01-06,ADM-1169,Edna Igweta,Grade 3 A,PRESENT,
2026-01-06,ADM-1170,Thomas Oduor,Grade 3 A,PRESENT,
2026-01-06,ADM-1171,Julia Mwangi,Grade 3 A,PRESENT,
2026-01-06,ADM-1172,Judith Khamis,Grade 3 A,PRESENT,
2026-01-06,ADM-1173,Fridah Mutua,Grade 3 A,PRESENT,
2026-01-06,ADM-1174,Frank Kinyua,Grade 3 A,PRESENT,
2026-01-06,ADM-1175,George Auma,Grade 3 A,PRESENT,
2026-01-06,ADM-1176,Anthony Wekesa,Grade 3 A,PRESENT,
2026-01-06,ADM-1177,Emmanuel Anyango,Grade 3 A,PRESENT,
2026-01-06,ADM-1178,Abigail Wanjala,Grade 3 A,PRESENT,
2026-01-06,ADM-1179,Patrick Ruto,Grade 3 A,PRESENT,
2026-01-06,ADM-1180,Beatrice Mpaine,Grade 3 A,PRESENT,
2026-01-06,ADM-1181,Meshack Hassan,Grade 3 A,PRESENT,
2026-01-06,ADM-1182,Dennis Barasa,Grade 3 A,PRESENT,
2026-01-06,ADM-1183,Martha Oluoch,Grade 3 A,PRESENT,
2026-01-06,ADM-1184,Kennedy Oluoch,Grade 3 A,PRESENT,
2026-01-06,ADM-1185,Priscilla Mwangi,Grade 3 A,PRESENT,
2026-01-06,ADM-1186,Julia Wanjala,Grade 3 A,PRESENT,
2026-01-06,ADM-1187,Donald Mutoro,Grade 3 A,PRESENT,
2026-01-06,ADM-1188,Eric Nandwa,Grade 3 A,PRESENT,
2026-01-06,ADM-1189,Faith Adan,Grade 3 A,PRESENT,
2026-01-06,ADM-1190,Karen Okoth,Grade 3 A,PRESENT,
2026-01-06,ADM-1191,Winfred Mwirigi,Grade 3 A,PRESENT,
2026-01-06,ADM-1192,James Akoth,Grade 3 A,PRESENT,
2026-01-06,ADM-1193,George Kiprop,Grade 3 A,PRESENT,
2026-01-06,ADM-1194,Winnie Kinyua,Grade 3 A,PRESENT,
2026-01-06,ADM-1195,Esther Choge,Grade 3 A,LATE,REPORTED LATE
2026-01-06,ADM-1196,Grace Nassor,Grade 3 A,PRESENT,
2026-01-06,ADM-1197,Trevor Njuguna,Grade 3 B,PRESENT,
2026-01-06,ADM-1198,James Mutuku,Grade 3 B,PRESENT,
2026-01-06,ADM-1199,Peninah Achieng,Grade 3 B,PRESENT,
2026-01-06,ADM-1200,Karen Maina,Grade 3 B,PRESENT,
2026-01-06,ADM-1201,Brenda Wambui,Grade 3 B,PRESENT,
2026-01-06,ADM-1202,Doreen Njeri,Grade 3 B,PRESENT,
2026-01-06,ADM-1203,Julius Onyango,Grade 3 B,PRESENT,
2026-01-06,ADM-1204,Irene Pashua,Grade 3 B,PRESENT,
2026-01-06,ADM-1205,Kennedy Kitonga,Grade 3 B,PRESENT,
2026-01-06,ADM-1206,Faith Kathambi,Grade 3 B,PRESENT,
2026-01-06,ADM-1207,Teresia Baariu,Grade 3 B,PRESENT,
2026-01-06,ADM-1208,Edwin Abdalla,Grade 3 B,PRESENT,
2026-01-06,ADM-1209,Meshack Wafula,Grade 3 B,PRESENT,
2026-01-06,ADM-1210,Kipchoge Mwinyi,Grade 3 B,PRESENT,
2026-01-06,ADM-1211,Mark Pashua,Grade 3 B,PRESENT,
2026-01-06,ADM-1212,Grace Langat,Grade 3 B,PRESENT,
2026-01-06,ADM-1213,Julia Njuguna,Grade 3 B,PRESENT,
2026-01-06,ADM-1214,Thomas Mwende,Grade 3 B,PRESENT,
2026-01-06,ADM-1215,Edwin Namukuru,Grade 3 B,PRESENT,
2026-01-06,ADM-1216,Joseph Kirimi,Grade 3 B,PRESENT,
2026-01-06,ADM-1217,Elijah Odera,Grade 3 B,PRESENT,
2026-01-06,ADM-1218,Gideon Kitonga,Grade 3 B,LATE,REPORTED LATE
2026-01-06,ADM-1219,Francis Okoth,Grade 3 B,PRESENT,
2026-01-06,ADM-1220,Gloria Odhiambo,Grade 3 B,PRESENT,
2026-01-06,ADM-1221,Monica Kombo,Grade 3 B,PRESENT,
2026-01-06,ADM-1222,Abigail Khisa,Grade 3 B,PRESENT,
2026-01-06,ADM-1223,Simon Gitau,Grade 3 B,ABSENT,FUNERAL
2026-01-06,ADM-1224,Frank Abdalla,Grade 3 B,PRESENT,
2026-01-06,ADM-1225,Zachary Oluoch,Grade 3 B,PRESENT,
2026-01-06,ADM-1226,Vincent Ciawi,Grade 3 B,ABSENT,FUNERAL
2026-01-06,ADM-1227,Susan Wamalwa,Grade 3 B,PRESENT,
2026-01-06,ADM-1228,Michael Wambua,Grade 3 B,PRESENT,
2026-01-06,ADM-1229,Wesley Noor,Grade 4 A,PRESENT,
2026-01-06,ADM-1230,Felix Masinde,Grade 4 A,PRESENT,
2026-01-06,ADM-1231,Caleb Maundu,Grade 4 A,PRESENT,
2026-01-06,ADM-1232,Naomi Wambua,Grade 4 A,PRESENT,
2026-01-06,ADM-1233,Michael Syombua,Grade 4 A,PRESENT,
2026-01-06,ADM-1234,William Omollo,Grade 4 A,PRESENT,
2026-01-06,ADM-1235,Kennedy Chemtai,Grade 4 A,PRESENT,
2026-01-06,ADM-1236,Harrison Kitonga,Grade 4 A,PRESENT,
2026-01-06,ADM-1237,Teresia Kinyua,Grade 4 A,PRESENT,
2026-01-06,ADM-1238,Kiplangat Sichangi,Grade 4 A,PRESENT,
2026-01-06,ADM-1239,Kiplangat Pekeri,Grade 4 A,PRESENT,
2026-01-06,ADM-1240,Joshua Ciawi,Grade 4 A,PRESENT,
2026-01-06,ADM-1241,Trevor Igweta,Grade 4 A,PRESENT,
2026-01-06,ADM-1242,Emily Gatwiri,Grade 4 A,PRESENT,
2026-01-06,ADM-1243,Anthony Muthoka,Grade 4 A,PRESENT,
2026-01-06,ADM-1244,Magdalene Nzomo,Grade 4 A,PRESENT,
2026-01-06,ADM-1245,Michael Wamalwa,Grade 4 A,PRESENT,
2026-01-06,ADM-1246,Brian Anyango,Grade 4 A,PRESENT,
2026-01-06,ADM-1247,Florence Farah,Grade 4 A,PRESENT,
2026-01-06,ADM-1248,Kevin Mutoro,Grade 4 A,PRESENT,
2026-01-06,ADM-1249,Teresia Kimeu,Grade 4 A,PRESENT,
2026-01-06,ADM-1250,Anthony Khisa,Grade 4 A,PRESENT,
2026-01-06,ADM-1251,Hellen Omondi,Grade 4 A,PRESENT,
2026-01-06,ADM-1252,Lilian Suleiman,Grade 4 A,PRESENT,
2026-01-06,ADM-1253,Martha Kimutai,Grade 4 A,PRESENT,
2026-01-06,ADM-1254,Kipchoge Kinyua,Grade 4 A,PRESENT,
2026-01-06,ADM-1255,Sophia Kithinji,Grade 4 A,PRESENT,
2026-01-06,ADM-1256,Lilian Ambani,Grade 4 A,PRESENT,
2026-01-06,ADM-1257,Thomas Adan,Grade 4 A,PRESENT,
2026-01-06,ADM-1258,Samuel Mugambi,Grade 4 A,PRESENT,
2026-01-06,ADM-1259,Lawrence Tianai,Grade 4 A,PRESENT,
2026-01-06,ADM-1260,Gloria Omollo,Grade 4 A,PRESENT,
2026-01-06,ADM-1261,Vincent Suleiman,Grade 4 B,PRESENT,
2026-01-06,ADM-1262,Cynthia Kithinji,Grade 4 B,PRESENT,
2026-01-06,ADM-1263,Sharon Kariuki,Grade 4 B,PRESENT,
2026-01-06,ADM-1264,Peninah Kimeu,Grade 4 B,PRESENT,
2026-01-06,ADM-1265,Magdalene Kaelo,Grade 4 B,PRESENT,
2026-01-06,ADM-1266,Kipchoge Wamalwa,Grade 4 B,PRESENT,
2026-01-06,ADM-1267,Charles Hassan,Grade 4 B,PRESENT,
2026-01-06,ADM-1268,Sarah Maina,Grade 4 B,PRESENT,
2026-01-06,ADM-1269,Doreen Kariuki,Grade 4 B,PRESENT,
2026-01-06,ADM-1270,Moses Kimutai,Grade 4 B,PRESENT,
2026-01-06,ADM-1271,Charity Chepkirui,Grade 4 B,ABSENT,OTHER
2026-01-06,ADM-1272,Catherine Mbithi,Grade 4 B,PRESENT,
2026-01-06,ADM-1273,Kiplangat Oduor,Grade 4 B,PRESENT,
2026-01-06,ADM-1274,Zipporah Kigen,Grade 4 B,PRESENT,
2026-01-06,ADM-1275,Florence Obiero,Grade 4 B,PRESENT,
2026-01-06,ADM-1276,Rachael Githinji,Grade 4 B,PRESENT,
2026-01-06,ADM-1277,Anthony Njoroge,Grade 4 B,PRESENT,
2026-01-06,ADM-1278,Mark Pekeri,Grade 4 B,PRESENT,
2026-01-06,ADM-1279,Joyce Lugalia,Grade 4 B,PRESENT,
2026-01-06,ADM-1280,Samuel Nandwa,Grade 4 B,PRESENT,
2026-01-06,ADM-1281,Collins Kipchumba,Grade 4 B,PRESENT,
2026-01-06,ADM-1282,Timothy Chebet,Grade 4 B,PRESENT,
2026-01-06,ADM-1283,Timothy Kamau,Grade 4 B,PRESENT,
2026-01-06,ADM-1284,Caleb Kamau,Grade 4 B,PRESENT,
2026-01-06,ADM-1285,Tabitha Oluoch,Grade 4 B,PRESENT,
2026-01-06,ADM-1286,Kipchoge Anyango,Grade 4 B,PRESENT,
2026-01-06,ADM-1287,Zachary Namukuru,Grade 4 B,PRESENT,
2026-01-06,ADM-1288,Caleb Wanjala,Grade 4 B,PRESENT,
2026-01-06,ADM-1289,Hellen Odhiambo,Grade 4 B,PRESENT,
2026-01-06,ADM-1290,Moses Omollo,Grade 4 B,PRESENT,
2026-01-06,ADM-1291,Dorcas Ruto,Grade 4 B,PRESENT,
2026-01-06,ADM-1292,Dorcas Suleiman,Grade 4 B,PRESENT,
2026-01-06,ADM-1293,Vincent Makokha,Grade 5 A,PRESENT,
2026-01-06,ADM-1294,Edna Juma,Grade 5 A,PRESENT,
2026-01-06,ADM-1295,Mercy Karanja,Grade 5 A,PRESENT,
2026-01-06,ADM-1296,Hannah Njuguna,Grade 5 A,LATE,REPORTED LATE
2026-01-06,ADM-1297,John Leshan,Grade 5 A,PRESENT,
2026-01-06,ADM-1298,Joyce Noor,Grade 5 A,PRESENT,
2026-01-06,ADM-1299,Alex Korir,Grade 5 A,PRESENT,
2026-01-06,ADM-1300,Lawrence Musalia,Grade 5 A,PRESENT,
2026-01-06,ADM-1301,Veronica Mutiso,Grade 5 A,PRESENT,
2026-01-06,ADM-1302,Dorcas Syombua,Grade 5 A,PRESENT,
2026-01-06,ADM-1303,Brian Omondi,Grade 5 A,PRESENT,
2026-01-06,ADM-1304,Priscilla Wafula,Grade 5 A,PRESENT,
2026-01-06,ADM-1305,Patrick Tanui,Grade 5 A,PRESENT,
2026-01-06,ADM-1306,Anthony Kimeu,Grade 5 A,PRESENT,
2026-01-06,ADM-1307,Kennedy Achieng,Grade 5 A,PRESENT,
2026-01-06,ADM-1308,Doreen Makokha,Grade 5 A,PRESENT,
2026-01-06,ADM-1309,Ibrahim Natepo,Grade 5 A,ABSENT,FUNERAL
2026-01-06,ADM-1310,Kipchoge Adhiambo,Grade 5 A,PRESENT,
2026-01-06,ADM-1311,Amos Chepkirui,Grade 5 A,PRESENT,
2026-01-06,ADM-1312,Esther Kipsang,Grade 5 A,PRESENT,
2026-01-06,ADM-1313,Shalom Kimutai,Grade 5 A,PRESENT,
2026-01-06,ADM-1314,Donald Njenga,Grade 5 A,LATE,REPORTED LATE
2026-01-06,ADM-1315,Abigail Kinyua,Grade 5 A,PRESENT,
2026-01-06,ADM-1316,Winfred Kariuki,Grade 5 A,PRESENT,
2026-01-06,ADM-1317,Ian Omar,Grade 5 A,PRESENT,
2026-01-06,ADM-1318,Teresia Mutuku,Grade 5 A,PRESENT,
2026-01-06,ADM-1319,Trevor Adhiambo,Grade 5 A,PRESENT,
2026-01-06,ADM-1320,George Okello,Grade 5 A,PRESENT,
2026-01-06,ADM-1321,Dorcas Maina,Grade 5 A,PRESENT,
2026-01-06,ADM-1322,Sonia Simiyu,Grade 5 A,PRESENT,
2026-01-06,ADM-1323,Daniel Maina,Grade 5 A,PRESENT,
2026-01-06,ADM-1324,Tabitha Sironka,Grade 5 A,PRESENT,
2026-01-06,ADM-1325,Veronica Pekeri,Grade 5 B,PRESENT,
2026-01-06,ADM-1326,Peter Mwakisha,Grade 5 B,PRESENT,
2026-01-06,ADM-1327,Florence Kipsang,Grade 5 B,PRESENT,
2026-01-06,ADM-1328,Anthony Namukuru,Grade 5 B,PRESENT,
2026-01-06,ADM-1329,Sophia Wekesa,Grade 5 B,PRESENT,
2026-01-06,ADM-1330,Edna Nzioka,Grade 5 B,PRESENT,
2026-01-06,ADM-1331,Samuel Anyango,Grade 5 B,PRESENT,
2026-01-06,ADM-1332,Stephen Nzioka,Grade 5 B,PRESENT,
2026-01-06,ADM-1333,Rebecca Muthoka,Grade 5 B,PRESENT,
2026-01-06,ADM-1334,Alice Kirimi,Grade 5 B,PRESENT,
2026-01-06,ADM-1335,Lawrence Mugambi,Grade 5 B,PRESENT,
2026-01-06,ADM-1336,Mark Kinyua,Grade 5 B,PRESENT,
2026-01-06,ADM-1337,Rebecca Sichangi,Grade 5 B,PRESENT,
2026-01-06,ADM-1338,Sophia Mwinyi,Grade 5 B,PRESENT,
2026-01-06,ADM-1339,Wesley Pekeri,Grade 5 B,PRESENT,
2026-01-06,ADM-1340,Beatrice Mutua,Grade 5 B,PRESENT,
2026-01-06,ADM-1341,Gideon Farah,Grade 5 B,PRESENT,
2026-01-06,ADM-1342,Doreen Obiero,Grade 5 B,PRESENT,
2026-01-06,ADM-1343,Esther Wanjala,Grade 5 B,PRESENT,
2026-01-06,ADM-1344,Joshua Ambani,Grade 5 B,PRESENT,
2026-01-06,ADM-1345,Brian Chepkoech,Grade 5 B,PRESENT,
2026-01-06,ADM-1346,Rachael Gitau,Grade 5 B,PRESENT,
2026-01-06,ADM-1347,Olivia Wanjala,Grade 5 B,PRESENT,
2026-01-06,ADM-1348,Amos Nzioka,Grade 5 B,PRESENT,
2026-01-06,ADM-1349,Anthony Kirimi,Grade 5 B,PRESENT,
2026-01-06,ADM-1350,Wesley Bii,Grade 5 B,PRESENT,
2026-01-06,ADM-1351,Godfrey Lugalia,Grade 5 B,PRESENT,
2026-01-06,ADM-1352,Joyce Chebet,Grade 5 B,PRESENT,
2026-01-06,ADM-1353,Stephen Tianai,Grade 5 B,PRESENT,
2026-01-06,ADM-1354,Patrick Barasa,Grade 5 B,PRESENT,
2026-01-06,ADM-1355,Meshack Wamalwa,Grade 5 B,PRESENT,
2026-01-06,ADM-1356,Kipchoge Kamau,Grade 5 B,PRESENT,
2026-01-06,ADM-1357,Dorcas Mugo,Grade 6 A,PRESENT,
2026-01-06,ADM-1358,Karen Korir,Grade 6 A,PRESENT,
2026-01-06,ADM-1359,Andrew Juma,Grade 6 A,PRESENT,
2026-01-06,ADM-1360,Gideon Mburu,Grade 6 A,PRESENT,
2026-01-06,ADM-1361,Ian Ali,Grade 6 A,PRESENT,
2026-01-06,ADM-1362,Monica Odhiambo,Grade 6 A,PRESENT,
2026-01-06,ADM-1363,John Barasa,Grade 6 A,PRESENT,
2026-01-06,ADM-1364,Winfred Ambani,Grade 6 A,PRESENT,
2026-01-06,ADM-1365,Edwin Tianai,Grade 6 A,PRESENT,
2026-01-06,ADM-1366,Harrison Kimutai,Grade 6 A,PRESENT,
2026-01-06,ADM-1367,Charity Tuwei,Grade 6 A,PRESENT,
2026-01-06,ADM-1368,Stephen Wanjiku,Grade 6 A,PRESENT,
2026-01-06,ADM-1369,Catherine Igweta,Grade 6 A,PRESENT,
2026-01-06,ADM-1370,Joyce Ndungu,Grade 6 A,PRESENT,
2026-01-06,ADM-1371,Agnes Igweta,Grade 6 A,PRESENT,
2026-01-06,ADM-1372,Tabitha Owino,Grade 6 A,PRESENT,
2026-01-06,ADM-1373,Donald Auma,Grade 6 A,PRESENT,
2026-01-06,ADM-1374,Luke Gitau,Grade 6 A,PRESENT,
2026-01-06,ADM-1375,James Kathambi,Grade 6 A,PRESENT,
2026-01-06,ADM-1376,Diana Njuguna,Grade 6 A,LATE,REPORTED LATE
2026-01-06,ADM-1377,Winnie Odhiambo,Grade 6 A,PRESENT,
2026-01-06,ADM-1378,Abigail Mganga,Grade 6 A,PRESENT,
2026-01-06,ADM-1379,Peninah Korir,Grade 6 A,PRESENT,
2026-01-06,ADM-1380,Nathaniel Kimeu,Grade 6 A,PRESENT,
2026-01-06,ADM-1381,Gladys Ali,Grade 6 A,PRESENT,
2026-01-06,ADM-1382,Esther Suleiman,Grade 6 A,PRESENT,
2026-01-06,ADM-1383,Emmanuel Mutiso,Grade 6 A,PRESENT,
2026-01-06,ADM-1384,Francis Omar,Grade 6 A,PRESENT,
2026-01-06,ADM-1385,Tabitha Mugambi,Grade 6 A,LATE,REPORTED LATE
2026-01-06,ADM-1386,Brian Namukuru,Grade 6 A,PRESENT,
2026-01-06,ADM-1387,Yvonne Kinyua,Grade 6 A,LATE,REPORTED LATE
2026-01-06,ADM-1388,Maureen Akoth,Grade 6 B,PRESENT,
2026-01-06,ADM-1389,Damaris Mwirigi,Grade 6 B,PRESENT,
2026-01-06,ADM-1390,Alex Sein,Grade 6 B,PRESENT,
2026-01-06,ADM-1391,Dennis Otieno,Grade 6 B,PRESENT,
2026-01-06,ADM-1392,George Gatwiri,Grade 6 B,ABSENT,TRAVEL
2026-01-06,ADM-1393,Grace Otieno,Grade 6 B,PRESENT,
2026-01-06,ADM-1394,Mark Korir,Grade 6 B,PRESENT,
2026-01-06,ADM-1395,Lilian Muthoka,Grade 6 B,PRESENT,
2026-01-06,ADM-1396,Wesley Onyango,Grade 6 B,PRESENT,
2026-01-06,ADM-1397,Donald Obiero,Grade 6 B,PRESENT,
2026-01-06,ADM-1398,Daniel Nandwa,Grade 6 B,LATE,REPORTED LATE
2026-01-06,ADM-1399,Ibrahim Wambua,Grade 6 B,PRESENT,
2026-01-06,ADM-1400,Grace Khisa,Grade 6 B,PRESENT,
2026-01-06,ADM-1401,Nancy Anyango,Grade 6 B,PRESENT,
2026-01-06,ADM-1402,Amos Kithinji,Grade 6 B,PRESENT,
2026-01-06,ADM-1403,Kevin Barasa,Grade 6 B,PRESENT,
2026-01-06,ADM-1404,Felix Owuor,Grade 6 B,PRESENT,
2026-01-06,ADM-1405,Patrick Kombo,Grade 6 B,ABSENT,OTHER
2026-01-06,ADM-1406,Beth Kilonzo,Grade 6 B,LATE,REPORTED LATE
2026-01-06,ADM-1407,Karen Adhiambo,Grade 6 B,PRESENT,
2026-01-06,ADM-1408,Joshua Leshan,Grade 6 B,PRESENT,
2026-01-06,ADM-1409,Eunice Bunoro,Grade 6 B,PRESENT,
2026-01-06,ADM-1410,Karen Choge,Grade 6 B,PRESENT,
2026-01-06,ADM-1411,Priscilla Owino,Grade 6 B,PRESENT,
2026-01-06,ADM-1412,Moses Khaemba,Grade 6 B,PRESENT,
2026-01-06,ADM-1413,Beth Kimutai,Grade 6 B,ABSENT,SICKNESS
2026-01-06,ADM-1414,Timothy Kioko,Grade 6 B,PRESENT,
2026-01-06,ADM-1415,Winnie Ruto,Grade 6 B,PRESENT,
2026-01-06,ADM-1416,Daniel Omondi,Grade 6 B,PRESENT,
2026-01-06,ADM-1417,Hannah Muthoka,Grade 6 B,PRESENT,
2026-01-06,ADM-1418,Gideon Omollo,Grade 6 B,LATE,REPORTED LATE
2026-01-06,ADM-1419,Catherine Zawadi,Grade 7 A,ABSENT,SICKNESS
2026-01-06,ADM-1420,Nancy Maundu,Grade 7 A,PRESENT,
2026-01-06,ADM-1421,Nicholas Njeru,Grade 7 A,PRESENT,
2026-01-06,ADM-1422,Godfrey Nzioka,Grade 7 A,PRESENT,
2026-01-06,ADM-1423,Sophia Ruto,Grade 7 A,LATE,REPORTED LATE
2026-01-06,ADM-1424,Olivia Chemtai,Grade 7 A,PRESENT,
2026-01-06,ADM-1425,Amara Odera,Grade 7 A,PRESENT,
2026-01-06,ADM-1426,Hellen Sichangi,Grade 7 A,LATE,REPORTED LATE
2026-01-06,ADM-1427,David Omollo,Grade 7 A,PRESENT,
2026-01-06,ADM-1428,Kennedy Kaelo,Grade 7 A,LATE,REPORTED LATE
2026-01-06,ADM-1429,Kevin Chemtai,Grade 7 A,PRESENT,
2026-01-06,ADM-1430,Francis Okello,Grade 7 A,PRESENT,
2026-01-06,ADM-1431,Charity Owino,Grade 7 A,PRESENT,
2026-01-06,ADM-1432,Elijah Ochieng,Grade 7 A,PRESENT,
2026-01-06,ADM-1433,Olivia Pashua,Grade 7 A,PRESENT,
2026-01-06,ADM-1434,Fridah Obiero,Grade 7 A,PRESENT,
2026-01-06,ADM-1435,Julia Wanjiku,Grade 7 A,PRESENT,
2026-01-06,ADM-1436,Felix Odhiambo,Grade 7 A,PRESENT,
2026-01-06,ADM-1437,Karen Chemtai,Grade 7 B,PRESENT,
2026-01-06,ADM-1438,Kipchoge Omar,Grade 7 B,ABSENT,SICKNESS
2026-01-06,ADM-1439,James Kosgei,Grade 7 B,PRESENT,
2026-01-06,ADM-1440,Andrew Syombua,Grade 7 B,PRESENT,
2026-01-06,ADM-1441,Damaris Kinyua,Grade 7 B,PRESENT,
2026-01-06,ADM-1442,Felix Tuwei,Grade 7 B,PRESENT,
2026-01-06,ADM-1443,Teresia Tanui,Grade 7 B,PRESENT,
2026-01-06,ADM-1444,Benjamin Wafula,Grade 7 B,PRESENT,
2026-01-06,ADM-1445,John Mwakisha,Grade 7 B,PRESENT,
2026-01-06,ADM-1446,Julius Bunoro,Grade 7 B,PRESENT,
2026-01-06,ADM-1447,Kipchoge Khisa,Grade 7 B,PRESENT,
2026-01-06,ADM-1448,George Anyango,Grade 7 B,PRESENT,
2026-01-06,ADM-1449,James Choge,Grade 7 B,PRESENT,
2026-01-06,ADM-1450,Irene Njenga,Grade 7 B,PRESENT,
2026-01-06,ADM-1451,Mercy Auma,Grade 7 B,PRESENT,
2026-01-06,ADM-1452,Victor Barasa,Grade 7 B,PRESENT,
2026-01-06,ADM-1453,Zipporah Nzomo,Grade 7 B,PRESENT,
2026-01-06,ADM-1454,Eric Salim,Grade 7 B,PRESENT,
2026-01-06,ADM-1455,Mercy Wafula,Grade 7 C,PRESENT,
2026-01-06,ADM-1456,Damaris Wanjiku,Grade 7 C,PRESENT,
2026-01-06,ADM-1457,Maureen Kipsang,Grade 7 C,PRESENT,
2026-01-06,ADM-1458,Tabitha Metto,Grade 7 C,PRESENT,
2026-01-06,ADM-1459,Felix Kamau,Grade 7 C,PRESENT,
2026-01-06,ADM-1460,Caleb Nzioka,Grade 7 C,PRESENT,
2026-01-06,ADM-1461,Frank Tianai,Grade 7 C,PRESENT,
2026-01-06,ADM-1462,Sarah Ciawi,Grade 7 C,PRESENT,
2026-01-06,ADM-1463,Joyce Owino,Grade 7 C,PRESENT,
2026-01-06,ADM-1464,Edna Auma,Grade 7 C,PRESENT,
2026-01-06,ADM-1465,Harrison Kinyua,Grade 7 C,PRESENT,
2026-01-06,ADM-1466,Julius Kithinji,Grade 7 C,PRESENT,
2026-01-06,ADM-1467,Hillary Kariuki,Grade 7 C,PRESENT,
2026-01-06,ADM-1468,Lawrence Auma,Grade 7 C,PRESENT,
2026-01-06,ADM-1469,William Kinyua,Grade 7 C,PRESENT,
2026-01-06,ADM-1470,Gloria Tanui,Grade 7 C,PRESENT,
2026-01-06,ADM-1471,Susan Kimutai,Grade 7 C,PRESENT,
2026-01-06,ADM-1472,Fridah Zawadi,Grade 7 C,PRESENT,
2026-01-06,ADM-1473,Charity Simiyu,Grade 8 A,PRESENT,
2026-01-06,ADM-1474,Brian Abdi,Grade 8 A,PRESENT,
2026-01-06,ADM-1475,Amos Mwirigi,Grade 8 A,PRESENT,
2026-01-06,ADM-1476,Samuel Owuor,Grade 8 A,PRESENT,
2026-01-06,ADM-1477,Tabitha Muthoka,Grade 8 A,PRESENT,
2026-01-06,ADM-1478,Beatrice Ruto,Grade 8 A,LATE,REPORTED LATE
2026-01-06,ADM-1479,Olivia Kosgei,Grade 8 A,PRESENT,
2026-01-06,ADM-1480,Florence Musalia,Grade 8 A,PRESENT,
2026-01-06,ADM-1481,Veronica Kithinji,Grade 8 A,PRESENT,
2026-01-06,ADM-1482,Mercy Kinyua,Grade 8 A,PRESENT,
2026-01-06,ADM-1483,Sharon Mburu,Grade 8 A,PRESENT,
2026-01-06,ADM-1484,Amos Bii,Grade 8 A,PRESENT,
2026-01-06,ADM-1485,Edna Sironka,Grade 8 A,PRESENT,
2026-01-06,ADM-1486,Yvonne Mwende,Grade 8 A,PRESENT,
2026-01-06,ADM-1487,Harrison Gatwiri,Grade 8 A,PRESENT,
2026-01-06,ADM-1488,Nancy Kioko,Grade 8 A,PRESENT,
2026-01-06,ADM-1489,Winnie Kigen,Grade 8 A,PRESENT,
2026-01-06,ADM-1490,Andrew Kiptum,Grade 8 A,PRESENT,
2026-01-06,ADM-1491,Damaris Njeri,Grade 8 A,PRESENT,
2026-01-06,ADM-1492,Benjamin Ruto,Grade 8 A,PRESENT,
2026-01-06,ADM-1493,Michael Nasimiyu,Grade 8 A,PRESENT,
2026-01-06,ADM-1494,Moses Mwirigi,Grade 8 A,PRESENT,
2026-01-06,ADM-1495,Hannah Naisoi,Grade 8 B,ABSENT,FUNERAL
2026-01-06,ADM-1496,Winnie Wafula,Grade 8 B,PRESENT,
2026-01-06,ADM-1497,Godfrey Githinji,Grade 8 B,PRESENT,
2026-01-06,ADM-1498,Michael Musalia,Grade 8 B,PRESENT,
2026-01-06,ADM-1499,Eric Mwanzia,Grade 8 B,PRESENT,
2026-01-06,ADM-1500,Grace Obiero,Grade 8 B,PRESENT,
2026-01-06,ADM-1501,Faith Akoth,Grade 8 B,PRESENT,
2026-01-06,ADM-1502,Patrick Ndungu,Grade 8 B,PRESENT,
2026-01-06,ADM-1503,Amara Igweta,Grade 8 B,PRESENT,
2026-01-06,ADM-1504,Victor Mwinyi,Grade 8 B,PRESENT,
2026-01-06,ADM-1505,Thomas Chepkoech,Grade 8 B,PRESENT,
2026-01-06,ADM-1506,Patrick Lugalia,Grade 8 B,PRESENT,
2026-01-06,ADM-1507,Diana Kipchumba,Grade 8 B,PRESENT,
2026-01-06,ADM-1508,Anthony Wafula,Grade 8 B,PRESENT,
2026-01-06,ADM-1509,Veronica Sironka,Grade 8 B,PRESENT,
2026-01-06,ADM-1510,Caroline Chemtai,Grade 8 B,PRESENT,
2026-01-06,ADM-1511,Julius Kimeu,Grade 8 B,PRESENT,
2026-01-06,ADM-1512,Beth Wambui,Grade 8 B,PRESENT,
2026-01-06,ADM-1513,William Chepkirui,Grade 8 B,PRESENT,
2026-01-06,ADM-1514,Patrick Kilonzo,Grade 8 B,PRESENT,
2026-01-06,ADM-1515,Sophia Kimutai,Grade 8 B,ABSENT,TRAVEL
2026-01-06,ADM-1516,Frank Wamalwa,Grade 8 B,LATE,REPORTED LATE
2026-01-06,ADM-1517,Sarah Hassan,Grade 9 A,PRESENT,
2026-01-06,ADM-1518,Peninah Khaemba,Grade 9 A,PRESENT,
2026-01-06,ADM-1519,Gideon Chepkirui,Grade 9 A,PRESENT,
2026-01-06,ADM-1520,Kiplangat Mwangi,Grade 9 A,PRESENT,
2026-01-06,ADM-1521,Cynthia Kitonga,Grade 9 A,PRESENT,
2026-01-06,ADM-1522,Edwin Nassor,Grade 9 A,PRESENT,
2026-01-06,ADM-1523,Dorcas Mwanzia,Grade 9 A,PRESENT,
2026-01-06,ADM-1524,Vincent Otieno,Grade 9 A,PRESENT,
2026-01-06,ADM-1525,Brian Muthoka,Grade 9 A,PRESENT,
2026-01-06,ADM-1526,Yvonne Kiprop,Grade 9 A,PRESENT,
2026-01-06,ADM-1527,Peter Ali,Grade 9 A,PRESENT,
